Vendor,device_type,model,mac_address,serial_number,band_type
Huawei,Other,Generic-Device-A,AA:BC:10:00:03:79,SN-Other-00889,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:03:7A,SN-ONT-00890,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:03:7B,SN-ONU-00891,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:03:7C,SN-Router-00892,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:03:7D,SN-Switch-00893,single_band
D-Link,Modem,TC4400,AA:BC:10:00:03:7E,SN-Modem-00894,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:03:7F,SN-AccessPoint-00895,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:03:80,SN-Other-00896,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:03:81,SN-ONT-00897,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:03:82,SN-ONU-00898,dual_band
Cisco,Router,RV340,AA:BC:10:00:03:83,SN-Router-00899,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:03:84,SN-Switch-00900,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:03:85,SN-Modem-00901,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:03:86,SN-AccessPoint-00902,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:03:87,SN-Other-00903,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:03:88,SN-ONT-00904,dual_band
Cisco,ONU,F601,AA:BC:10:00:03:89,SN-ONU-00905,single_band
D-Link,Router,AX1800,AA:BC:10:00:03:8A,SN-Router-00906,dual_band
Huawei,Switch,SG108,AA:BC:10:00:03:8B,SN-Switch-00907,single_band
ZTE,Modem,CM1200,AA:BC:10:00:03:8C,SN-Modem-00908,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:03:8D,SN-AccessPoint-00909,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:03:8E,SN-Other-00910,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:03:8F,SN-ONT-00911,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:03:90,SN-ONU-00912,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:03:91,SN-Router-00913,single_band
ZTE,Switch,CBS110,AA:BC:10:00:03:92,SN-Switch-00914,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:03:93,SN-Modem-00915,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:03:94,SN-AccessPoint-00916,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:03:95,SN-Other-00917,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:03:96,SN-ONT-00918,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:03:97,SN-ONU-00919,single_band
ZTE,Router,RV340,AA:BC:10:00:03:98,SN-Router-00920,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:03:99,SN-Switch-00921,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:03:9A,SN-Modem-00922,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:03:9B,SN-AccessPoint-00923,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:03:9C,SN-Other-00924,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:03:9D,SN-ONT-00925,single_band
ZTE,ONU,F601,AA:BC:10:00:03:9E,SN-ONU-00926,dual_band
Nokia,Router,AX1800,AA:BC:10:00:03:9F,SN-Router-00927,single_band
TP-Link,Switch,SG108,AA:BC:10:00:03:A0,SN-Switch-00928,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:03:A1,SN-Modem-00929,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:03:A2,SN-AccessPoint-00930,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:03:A3,SN-Other-00931,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:03:A4,SN-ONT-00932,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:03:A5,SN-ONU-00933,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:03:A6,SN-Router-00934,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:03:A7,SN-Switch-00935,single_band
D-Link,Modem,TC4400,AA:BC:10:00:03:A8,SN-Modem-00936,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:03:A9,SN-AccessPoint-00937,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:03:AA,SN-Other-00938,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:03:AB,SN-ONT-00939,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:03:AC,SN-ONU-00940,dual_band
Cisco,Router,RV340,AA:BC:10:00:03:AD,SN-Router-00941,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:03:AE,SN-Switch-00942,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:03:AF,SN-Modem-00943,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:03:B0,SN-AccessPoint-00944,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:03:B1,SN-Other-00945,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:03:B2,SN-ONT-00946,dual_band
Cisco,ONU,F601,AA:BC:10:00:03:B3,SN-ONU-00947,single_band
D-Link,Router,AX1800,AA:BC:10:00:03:B4,SN-Router-00948,dual_band
Huawei,Switch,SG108,AA:BC:10:00:03:B5,SN-Switch-00949,single_band
ZTE,Modem,CM1200,AA:BC:10:00:03:B6,SN-Modem-00950,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:03:B7,SN-AccessPoint-00951,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:03:B8,SN-Other-00952,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:03:B9,SN-ONT-00953,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:03:BA,SN-ONU-00954,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:03:BB,SN-Router-00955,single_band
ZTE,Switch,CBS110,AA:BC:10:00:03:BC,SN-Switch-00956,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:03:BD,SN-Modem-00957,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:03:BE,SN-AccessPoint-00958,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:03:BF,SN-Other-00959,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:03:C0,SN-ONT-00960,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:03:C1,SN-ONU-00961,single_band
ZTE,Router,RV340,AA:BC:10:00:03:C2,SN-Router-00962,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:03:C3,SN-Switch-00963,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:03:C4,SN-Modem-00964,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:03:C5,SN-AccessPoint-00965,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:03:C6,SN-Other-00966,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:03:C7,SN-ONT-00967,single_band
ZTE,ONU,F601,AA:BC:10:00:03:C8,SN-ONU-00968,dual_band
Nokia,Router,AX1800,AA:BC:10:00:03:C9,SN-Router-00969,single_band
TP-Link,Switch,SG108,AA:BC:10:00:03:CA,SN-Switch-00970,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:03:CB,SN-Modem-00971,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:03:CC,SN-AccessPoint-00972,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:03:CD,SN-Other-00973,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:03:CE,SN-ONT-00974,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:03:CF,SN-ONU-00975,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:03:D0,SN-Router-00976,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:03:D1,SN-Switch-00977,single_band
D-Link,Modem,TC4400,AA:BC:10:00:03:D2,SN-Modem-00978,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:03:D3,SN-AccessPoint-00979,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:03:D4,SN-Other-00980,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:03:D5,SN-ONT-00981,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:03:D6,SN-ONU-00982,dual_band
Cisco,Router,RV340,AA:BC:10:00:03:D7,SN-Router-00983,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:03:D8,SN-Switch-00984,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:03:D9,SN-Modem-00985,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:03:DA,SN-AccessPoint-00986,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:03:DB,SN-Other-00987,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:03:DC,SN-ONT-00988,dual_band
Cisco,ONU,F601,AA:BC:10:00:03:DD,SN-ONU-00989,single_band
D-Link,Router,AX1800,AA:BC:10:00:03:DE,SN-Router-00990,dual_band
Huawei,Switch,SG108,AA:BC:10:00:03:DF,SN-Switch-00991,single_band
ZTE,Modem,CM1200,AA:BC:10:00:03:E0,SN-Modem-00992,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:03:E1,SN-AccessPoint-00993,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:03:E2,SN-Other-00994,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:03:E3,SN-ONT-00995,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:03:E4,SN-ONU-00996,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:03:E5,SN-Router-00997,single_band
ZTE,Switch,CBS110,AA:BC:10:00:03:E6,SN-Switch-00998,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:03:E7,SN-Modem-00999,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:03:E8,SN-AccessPoint-01000,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:03:E9,SN-Other-01001,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:03:EA,SN-ONT-01002,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:03:EB,SN-ONU-01003,single_band
ZTE,Router,RV340,AA:BC:10:00:03:EC,SN-Router-01004,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:03:ED,SN-Switch-01005,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:03:EE,SN-Modem-01006,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:03:EF,SN-AccessPoint-01007,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:03:F0,SN-Other-01008,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:03:F1,SN-ONT-01009,single_band
ZTE,ONU,F601,AA:BC:10:00:03:F2,SN-ONU-01010,dual_band
Nokia,Router,AX1800,AA:BC:10:00:03:F3,SN-Router-01011,single_band
TP-Link,Switch,SG108,AA:BC:10:00:03:F4,SN-Switch-01012,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:03:F5,SN-Modem-01013,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:03:F6,SN-AccessPoint-01014,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:03:F7,SN-Other-01015,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:03:F8,SN-ONT-01016,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:03:F9,SN-ONU-01017,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:03:FA,SN-Router-01018,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:03:FB,SN-Switch-01019,single_band
D-Link,Modem,TC4400,AA:BC:10:00:03:FC,SN-Modem-01020,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:03:FD,SN-AccessPoint-01021,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:03:FE,SN-Other-01022,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:03:FF,SN-ONT-01023,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:04:00,SN-ONU-01024,dual_band
Cisco,Router,RV340,AA:BC:10:00:04:01,SN-Router-01025,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:04:02,SN-Switch-01026,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:04:03,SN-Modem-01027,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:04:04,SN-AccessPoint-01028,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:04:05,SN-Other-01029,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:04:06,SN-ONT-01030,dual_band
Cisco,ONU,F601,AA:BC:10:00:04:07,SN-ONU-01031,single_band
D-Link,Router,AX1800,AA:BC:10:00:04:08,SN-Router-01032,dual_band
Huawei,Switch,SG108,AA:BC:10:00:04:09,SN-Switch-01033,single_band
ZTE,Modem,CM1200,AA:BC:10:00:04:0A,SN-Modem-01034,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:04:0B,SN-AccessPoint-01035,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:04:0C,SN-Other-01036,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:04:0D,SN-ONT-01037,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:04:0E,SN-ONU-01038,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:04:0F,SN-Router-01039,single_band
ZTE,Switch,CBS110,AA:BC:10:00:04:10,SN-Switch-01040,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:04:11,SN-Modem-01041,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:04:12,SN-AccessPoint-01042,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:04:13,SN-Other-01043,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:04:14,SN-ONT-01044,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:04:15,SN-ONU-01045,single_band
ZTE,Router,RV340,AA:BC:10:00:04:16,SN-Router-01046,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:04:17,SN-Switch-01047,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:04:18,SN-Modem-01048,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:04:19,SN-AccessPoint-01049,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:04:1A,SN-Other-01050,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:04:1B,SN-ONT-01051,single_band
ZTE,ONU,F601,AA:BC:10:00:04:1C,SN-ONU-01052,dual_band
Nokia,Router,AX1800,AA:BC:10:00:04:1D,SN-Router-01053,single_band
TP-Link,Switch,SG108,AA:BC:10:00:04:1E,SN-Switch-01054,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:04:1F,SN-Modem-01055,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:04:20,SN-AccessPoint-01056,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:04:21,SN-Other-01057,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:04:22,SN-ONT-01058,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:04:23,SN-ONU-01059,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:04:24,SN-Router-01060,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:04:25,SN-Switch-01061,single_band
D-Link,Modem,TC4400,AA:BC:10:00:04:26,SN-Modem-01062,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:04:27,SN-AccessPoint-01063,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:04:28,SN-Other-01064,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:04:29,SN-ONT-01065,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:04:2A,SN-ONU-01066,dual_band
Cisco,Router,RV340,AA:BC:10:00:04:2B,SN-Router-01067,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:04:2C,SN-Switch-01068,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:04:2D,SN-Modem-01069,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:04:2E,SN-AccessPoint-01070,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:04:2F,SN-Other-01071,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:04:30,SN-ONT-01072,dual_band
Cisco,ONU,F601,AA:BC:10:00:04:31,SN-ONU-01073,single_band
D-Link,Router,AX1800,AA:BC:10:00:04:32,SN-Router-01074,dual_band
Huawei,Switch,SG108,AA:BC:10:00:04:33,SN-Switch-01075,single_band
ZTE,Modem,CM1200,AA:BC:10:00:04:34,SN-Modem-01076,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:04:35,SN-AccessPoint-01077,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:04:36,SN-Other-01078,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:04:37,SN-ONT-01079,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:04:38,SN-ONU-01080,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:04:39,SN-Router-01081,single_band
ZTE,Switch,CBS110,AA:BC:10:00:04:3A,SN-Switch-01082,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:04:3B,SN-Modem-01083,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:04:3C,SN-AccessPoint-01084,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:04:3D,SN-Other-01085,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:04:3E,SN-ONT-01086,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:04:3F,SN-ONU-01087,single_band
ZTE,Router,RV340,AA:BC:10:00:04:40,SN-Router-01088,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:04:41,SN-Switch-01089,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:04:42,SN-Modem-01090,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:04:43,SN-AccessPoint-01091,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:04:44,SN-Other-01092,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:04:45,SN-ONT-01093,single_band
ZTE,ONU,F601,AA:BC:10:00:04:46,SN-ONU-01094,dual_band
Nokia,Router,AX1800,AA:BC:10:00:04:47,SN-Router-01095,single_band
TP-Link,Switch,SG108,AA:BC:10:00:04:48,SN-Switch-01096,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:04:49,SN-Modem-01097,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:04:4A,SN-AccessPoint-01098,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:04:4B,SN-Other-01099,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:04:4C,SN-ONT-01100,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:04:4D,SN-ONU-01101,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:04:4E,SN-Router-01102,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:04:4F,SN-Switch-01103,single_band
D-Link,Modem,TC4400,AA:BC:10:00:04:50,SN-Modem-01104,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:04:51,SN-AccessPoint-01105,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:04:52,SN-Other-01106,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:04:53,SN-ONT-01107,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:04:54,SN-ONU-01108,dual_band
Cisco,Router,RV340,AA:BC:10:00:04:55,SN-Router-01109,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:04:56,SN-Switch-01110,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:04:57,SN-Modem-01111,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:04:58,SN-AccessPoint-01112,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:04:59,SN-Other-01113,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:04:5A,SN-ONT-01114,dual_band
Cisco,ONU,F601,AA:BC:10:00:04:5B,SN-ONU-01115,single_band
D-Link,Router,AX1800,AA:BC:10:00:04:5C,SN-Router-01116,dual_band
Huawei,Switch,SG108,AA:BC:10:00:04:5D,SN-Switch-01117,single_band
ZTE,Modem,CM1200,AA:BC:10:00:04:5E,SN-Modem-01118,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:04:5F,SN-AccessPoint-01119,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:04:60,SN-Other-01120,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:04:61,SN-ONT-01121,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:04:62,SN-ONU-01122,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:04:63,SN-Router-01123,single_band
ZTE,Switch,CBS110,AA:BC:10:00:04:64,SN-Switch-01124,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:04:65,SN-Modem-01125,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:04:66,SN-AccessPoint-01126,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:04:67,SN-Other-01127,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:04:68,SN-ONT-01128,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:04:69,SN-ONU-01129,single_band
ZTE,Router,RV340,AA:BC:10:00:04:6A,SN-Router-01130,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:04:6B,SN-Switch-01131,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:04:6C,SN-Modem-01132,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:04:6D,SN-AccessPoint-01133,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:04:6E,SN-Other-01134,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:04:6F,SN-ONT-01135,single_band
ZTE,ONU,F601,AA:BC:10:00:04:70,SN-ONU-01136,dual_band
Nokia,Router,AX1800,AA:BC:10:00:04:71,SN-Router-01137,single_band
TP-Link,Switch,SG108,AA:BC:10:00:04:72,SN-Switch-01138,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:04:73,SN-Modem-01139,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:04:74,SN-AccessPoint-01140,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:04:75,SN-Other-01141,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:04:76,SN-ONT-01142,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:04:77,SN-ONU-01143,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:04:78,SN-Router-01144,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:04:79,SN-Switch-01145,single_band
D-Link,Modem,TC4400,AA:BC:10:00:04:7A,SN-Modem-01146,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:04:7B,SN-AccessPoint-01147,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:04:7C,SN-Other-01148,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:04:7D,SN-ONT-01149,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:04:7E,SN-ONU-01150,dual_band
Cisco,Router,RV340,AA:BC:10:00:04:7F,SN-Router-01151,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:04:80,SN-Switch-01152,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:04:81,SN-Modem-01153,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:04:82,SN-AccessPoint-01154,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:04:83,SN-Other-01155,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:04:84,SN-ONT-01156,dual_band
Cisco,ONU,F601,AA:BC:10:00:04:85,SN-ONU-01157,single_band
D-Link,Router,AX1800,AA:BC:10:00:04:86,SN-Router-01158,dual_band
Huawei,Switch,SG108,AA:BC:10:00:04:87,SN-Switch-01159,single_band
ZTE,Modem,CM1200,AA:BC:10:00:04:88,SN-Modem-01160,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:04:89,SN-AccessPoint-01161,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:04:8A,SN-Other-01162,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:04:8B,SN-ONT-01163,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:04:8C,SN-ONU-01164,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:04:8D,SN-Router-01165,single_band
ZTE,Switch,CBS110,AA:BC:10:00:04:8E,SN-Switch-01166,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:04:8F,SN-Modem-01167,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:04:90,SN-AccessPoint-01168,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:04:91,SN-Other-01169,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:04:92,SN-ONT-01170,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:04:93,SN-ONU-01171,single_band
ZTE,Router,RV340,AA:BC:10:00:04:94,SN-Router-01172,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:04:95,SN-Switch-01173,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:04:96,SN-Modem-01174,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:04:97,SN-AccessPoint-01175,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:04:98,SN-Other-01176,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:04:99,SN-ONT-01177,single_band
ZTE,ONU,F601,AA:BC:10:00:04:9A,SN-ONU-01178,dual_band
Nokia,Router,AX1800,AA:BC:10:00:04:9B,SN-Router-01179,single_band
TP-Link,Switch,SG108,AA:BC:10:00:04:9C,SN-Switch-01180,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:04:9D,SN-Modem-01181,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:04:9E,SN-AccessPoint-01182,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:04:9F,SN-Other-01183,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:04:A0,SN-ONT-01184,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:04:A1,SN-ONU-01185,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:04:A2,SN-Router-01186,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:04:A3,SN-Switch-01187,single_band
D-Link,Modem,TC4400,AA:BC:10:00:04:A4,SN-Modem-01188,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:04:A5,SN-AccessPoint-01189,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:04:A6,SN-Other-01190,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:04:A7,SN-ONT-01191,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:04:A8,SN-ONU-01192,dual_band
Cisco,Router,RV340,AA:BC:10:00:04:A9,SN-Router-01193,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:04:AA,SN-Switch-01194,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:04:AB,SN-Modem-01195,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:04:AC,SN-AccessPoint-01196,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:04:AD,SN-Other-01197,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:04:AE,SN-ONT-01198,dual_band
Cisco,ONU,F601,AA:BC:10:00:04:AF,SN-ONU-01199,single_band
D-Link,Router,AX1800,AA:BC:10:00:04:B0,SN-Router-01200,dual_band
Huawei,Switch,SG108,AA:BC:10:00:04:B1,SN-Switch-01201,single_band
