Vendor,device_type,model,mac_address,serial_number,band_type
ZTE,ONU,F601,02:00:00:00:02:FB,SN-ONU-00763,single_band
TP-Link,Router,Archer C6,02:00:00:00:02:FC,SN-ROUTER-00764,dual_band
Cisco,Modem,MB8600,02:00:00:00:02:FD,SN-MODEM-00765,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:02:FE,SN-ACCESSPOINT-00766,dual_band
MikroTik,Router,hEX-S,02:00:00:00:02:FF,SN-ROUTER-00767,single_band
Netgear,Switch,GS308,02:00:00:00:03:00,SN-SWITCH-00768,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:01,SN-ONU-00769,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:02,SN-ONT-00770,dual_band
ZTE,ONU,F601,02:00:00:00:03:03,SN-ONU-00771,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:04,SN-ROUTER-00772,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:05,SN-MODEM-00773,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:06,SN-ACCESSPOINT-00774,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:07,SN-ROUTER-00775,single_band
Netgear,Switch,GS308,02:00:00:00:03:08,SN-SWITCH-00776,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:09,SN-ONU-00777,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:0A,SN-ONT-00778,dual_band
ZTE,ONU,F601,02:00:00:00:03:0B,SN-ONU-00779,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:0C,SN-ROUTER-00780,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:0D,SN-MODEM-00781,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:0E,SN-ACCESSPOINT-00782,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:0F,SN-ROUTER-00783,single_band
Netgear,Switch,GS308,02:00:00:00:03:10,SN-SWITCH-00784,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:11,SN-ONU-00785,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:12,SN-ONT-00786,dual_band
ZTE,ONU,F601,02:00:00:00:03:13,SN-ONU-00787,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:14,SN-ROUTER-00788,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:15,SN-MODEM-00789,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:16,SN-ACCESSPOINT-00790,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:17,SN-ROUTER-00791,single_band
Netgear,Switch,GS308,02:00:00:00:03:18,SN-SWITCH-00792,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:19,SN-ONU-00793,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:1A,SN-ONT-00794,dual_band
ZTE,ONU,F601,02:00:00:00:03:1B,SN-ONU-00795,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:1C,SN-ROUTER-00796,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:1D,SN-MODEM-00797,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:1E,SN-ACCESSPOINT-00798,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:1F,SN-ROUTER-00799,single_band
Netgear,Switch,GS308,02:00:00:00:03:20,SN-SWITCH-00800,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:21,SN-ONU-00801,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:22,SN-ONT-00802,dual_band
ZTE,ONU,F601,02:00:00:00:03:23,SN-ONU-00803,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:24,SN-ROUTER-00804,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:25,SN-MODEM-00805,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:26,SN-ACCESSPOINT-00806,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:27,SN-ROUTER-00807,single_band
Netgear,Switch,GS308,02:00:00:00:03:28,SN-SWITCH-00808,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:29,SN-ONU-00809,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:2A,SN-ONT-00810,dual_band
ZTE,ONU,F601,02:00:00:00:03:2B,SN-ONU-00811,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:2C,SN-ROUTER-00812,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:2D,SN-MODEM-00813,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:2E,SN-ACCESSPOINT-00814,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:2F,SN-ROUTER-00815,single_band
Netgear,Switch,GS308,02:00:00:00:03:30,SN-SWITCH-00816,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:31,SN-ONU-00817,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:32,SN-ONT-00818,dual_band
ZTE,ONU,F601,02:00:00:00:03:33,SN-ONU-00819,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:34,SN-ROUTER-00820,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:35,SN-MODEM-00821,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:36,SN-ACCESSPOINT-00822,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:37,SN-ROUTER-00823,single_band
Netgear,Switch,GS308,02:00:00:00:03:38,SN-SWITCH-00824,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:39,SN-ONU-00825,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:3A,SN-ONT-00826,dual_band
ZTE,ONU,F601,02:00:00:00:03:3B,SN-ONU-00827,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:3C,SN-ROUTER-00828,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:3D,SN-MODEM-00829,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:3E,SN-ACCESSPOINT-00830,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:3F,SN-ROUTER-00831,single_band
Netgear,Switch,GS308,02:00:00:00:03:40,SN-SWITCH-00832,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:41,SN-ONU-00833,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:42,SN-ONT-00834,dual_band
ZTE,ONU,F601,02:00:00:00:03:43,SN-ONU-00835,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:44,SN-ROUTER-00836,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:45,SN-MODEM-00837,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:46,SN-ACCESSPOINT-00838,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:47,SN-ROUTER-00839,single_band
Netgear,Switch,GS308,02:00:00:00:03:48,SN-SWITCH-00840,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:49,SN-ONU-00841,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:4A,SN-ONT-00842,dual_band
ZTE,ONU,F601,02:00:00:00:03:4B,SN-ONU-00843,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:4C,SN-ROUTER-00844,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:4D,SN-MODEM-00845,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:4E,SN-ACCESSPOINT-00846,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:4F,SN-ROUTER-00847,single_band
Netgear,Switch,GS308,02:00:00:00:03:50,SN-SWITCH-00848,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:51,SN-ONU-00849,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:52,SN-ONT-00850,dual_band
ZTE,ONU,F601,02:00:00:00:03:53,SN-ONU-00851,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:54,SN-ROUTER-00852,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:55,SN-MODEM-00853,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:56,SN-ACCESSPOINT-00854,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:57,SN-ROUTER-00855,single_band
Netgear,Switch,GS308,02:00:00:00:03:58,SN-SWITCH-00856,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:59,SN-ONU-00857,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:5A,SN-ONT-00858,dual_band
ZTE,ONU,F601,02:00:00:00:03:5B,SN-ONU-00859,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:5C,SN-ROUTER-00860,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:5D,SN-MODEM-00861,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:5E,SN-ACCESSPOINT-00862,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:5F,SN-ROUTER-00863,single_band
Netgear,Switch,GS308,02:00:00:00:03:60,SN-SWITCH-00864,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:61,SN-ONU-00865,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:62,SN-ONT-00866,dual_band
ZTE,ONU,F601,02:00:00:00:03:63,SN-ONU-00867,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:64,SN-ROUTER-00868,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:65,SN-MODEM-00869,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:66,SN-ACCESSPOINT-00870,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:67,SN-ROUTER-00871,single_band
Netgear,Switch,GS308,02:00:00:00:03:68,SN-SWITCH-00872,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:69,SN-ONU-00873,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:6A,SN-ONT-00874,dual_band
ZTE,ONU,F601,02:00:00:00:03:6B,SN-ONU-00875,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:6C,SN-ROUTER-00876,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:6D,SN-MODEM-00877,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:6E,SN-ACCESSPOINT-00878,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:6F,SN-ROUTER-00879,single_band
Netgear,Switch,GS308,02:00:00:00:03:70,SN-SWITCH-00880,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:71,SN-ONU-00881,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:72,SN-ONT-00882,dual_band
ZTE,ONU,F601,02:00:00:00:03:73,SN-ONU-00883,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:74,SN-ROUTER-00884,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:75,SN-MODEM-00885,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:76,SN-ACCESSPOINT-00886,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:77,SN-ROUTER-00887,single_band
Netgear,Switch,GS308,02:00:00:00:03:78,SN-SWITCH-00888,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:79,SN-ONU-00889,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:7A,SN-ONT-00890,dual_band
ZTE,ONU,F601,02:00:00:00:03:7B,SN-ONU-00891,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:7C,SN-ROUTER-00892,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:7D,SN-MODEM-00893,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:7E,SN-ACCESSPOINT-00894,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:7F,SN-ROUTER-00895,single_band
Netgear,Switch,GS308,02:00:00:00:03:80,SN-SWITCH-00896,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:81,SN-ONU-00897,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:82,SN-ONT-00898,dual_band
ZTE,ONU,F601,02:00:00:00:03:83,SN-ONU-00899,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:84,SN-ROUTER-00900,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:85,SN-MODEM-00901,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:86,SN-ACCESSPOINT-00902,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:87,SN-ROUTER-00903,single_band
Netgear,Switch,GS308,02:00:00:00:03:88,SN-SWITCH-00904,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:89,SN-ONU-00905,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:8A,SN-ONT-00906,dual_band
ZTE,ONU,F601,02:00:00:00:03:8B,SN-ONU-00907,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:8C,SN-ROUTER-00908,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:8D,SN-MODEM-00909,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:8E,SN-ACCESSPOINT-00910,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:8F,SN-ROUTER-00911,single_band
Netgear,Switch,GS308,02:00:00:00:03:90,SN-SWITCH-00912,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:91,SN-ONU-00913,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:92,SN-ONT-00914,dual_band
ZTE,ONU,F601,02:00:00:00:03:93,SN-ONU-00915,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:94,SN-ROUTER-00916,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:95,SN-MODEM-00917,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:96,SN-ACCESSPOINT-00918,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:97,SN-ROUTER-00919,single_band
Netgear,Switch,GS308,02:00:00:00:03:98,SN-SWITCH-00920,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:99,SN-ONU-00921,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:9A,SN-ONT-00922,dual_band
ZTE,ONU,F601,02:00:00:00:03:9B,SN-ONU-00923,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:9C,SN-ROUTER-00924,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:9D,SN-MODEM-00925,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:9E,SN-ACCESSPOINT-00926,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:9F,SN-ROUTER-00927,single_band
Netgear,Switch,GS308,02:00:00:00:03:A0,SN-SWITCH-00928,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:A1,SN-ONU-00929,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:A2,SN-ONT-00930,dual_band
ZTE,ONU,F601,02:00:00:00:03:A3,SN-ONU-00931,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:A4,SN-ROUTER-00932,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:A5,SN-MODEM-00933,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:A6,SN-ACCESSPOINT-00934,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:A7,SN-ROUTER-00935,single_band
Netgear,Switch,GS308,02:00:00:00:03:A8,SN-SWITCH-00936,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:A9,SN-ONU-00937,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:AA,SN-ONT-00938,dual_band
ZTE,ONU,F601,02:00:00:00:03:AB,SN-ONU-00939,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:AC,SN-ROUTER-00940,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:AD,SN-MODEM-00941,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:AE,SN-ACCESSPOINT-00942,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:AF,SN-ROUTER-00943,single_band
Netgear,Switch,GS308,02:00:00:00:03:B0,SN-SWITCH-00944,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:B1,SN-ONU-00945,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:B2,SN-ONT-00946,dual_band
ZTE,ONU,F601,02:00:00:00:03:B3,SN-ONU-00947,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:B4,SN-ROUTER-00948,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:B5,SN-MODEM-00949,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:B6,SN-ACCESSPOINT-00950,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:B7,SN-ROUTER-00951,single_band
Netgear,Switch,GS308,02:00:00:00:03:B8,SN-SWITCH-00952,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:B9,SN-ONU-00953,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:BA,SN-ONT-00954,dual_band
ZTE,ONU,F601,02:00:00:00:03:BB,SN-ONU-00955,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:BC,SN-ROUTER-00956,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:BD,SN-MODEM-00957,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:BE,SN-ACCESSPOINT-00958,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:BF,SN-ROUTER-00959,single_band
Netgear,Switch,GS308,02:00:00:00:03:C0,SN-SWITCH-00960,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:C1,SN-ONU-00961,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:C2,SN-ONT-00962,dual_band
ZTE,ONU,F601,02:00:00:00:03:C3,SN-ONU-00963,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:C4,SN-ROUTER-00964,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:C5,SN-MODEM-00965,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:C6,SN-ACCESSPOINT-00966,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:C7,SN-ROUTER-00967,single_band
Netgear,Switch,GS308,02:00:00:00:03:C8,SN-SWITCH-00968,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:C9,SN-ONU-00969,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:CA,SN-ONT-00970,dual_band
ZTE,ONU,F601,02:00:00:00:03:CB,SN-ONU-00971,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:CC,SN-ROUTER-00972,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:CD,SN-MODEM-00973,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:CE,SN-ACCESSPOINT-00974,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:CF,SN-ROUTER-00975,single_band
Netgear,Switch,GS308,02:00:00:00:03:D0,SN-SWITCH-00976,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:D1,SN-ONU-00977,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:D2,SN-ONT-00978,dual_band
ZTE,ONU,F601,02:00:00:00:03:D3,SN-ONU-00979,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:D4,SN-ROUTER-00980,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:D5,SN-MODEM-00981,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:D6,SN-ACCESSPOINT-00982,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:D7,SN-ROUTER-00983,single_band
Netgear,Switch,GS308,02:00:00:00:03:D8,SN-SWITCH-00984,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:D9,SN-ONU-00985,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:DA,SN-ONT-00986,dual_band
ZTE,ONU,F601,02:00:00:00:03:DB,SN-ONU-00987,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:DC,SN-ROUTER-00988,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:DD,SN-MODEM-00989,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:DE,SN-ACCESSPOINT-00990,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:DF,SN-ROUTER-00991,single_band
Netgear,Switch,GS308,02:00:00:00:03:E0,SN-SWITCH-00992,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:E1,SN-ONU-00993,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:E2,SN-ONT-00994,dual_band
ZTE,ONU,F601,02:00:00:00:03:E3,SN-ONU-00995,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:E4,SN-ROUTER-00996,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:E5,SN-MODEM-00997,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:E6,SN-ACCESSPOINT-00998,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:E7,SN-ROUTER-00999,single_band
Netgear,Switch,GS308,02:00:00:00:03:E8,SN-SWITCH-01000,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:E9,SN-ONU-01001,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:EA,SN-ONT-01002,dual_band
ZTE,ONU,F601,02:00:00:00:03:EB,SN-ONU-01003,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:EC,SN-ROUTER-01004,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:ED,SN-MODEM-01005,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:EE,SN-ACCESSPOINT-01006,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:EF,SN-ROUTER-01007,single_band
Netgear,Switch,GS308,02:00:00:00:03:F0,SN-SWITCH-01008,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:F1,SN-ONU-01009,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:F2,SN-ONT-01010,dual_band
ZTE,ONU,F601,02:00:00:00:03:F3,SN-ONU-01011,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:F4,SN-ROUTER-01012,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:F5,SN-MODEM-01013,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:F6,SN-ACCESSPOINT-01014,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:F7,SN-ROUTER-01015,single_band
Netgear,Switch,GS308,02:00:00:00:03:F8,SN-SWITCH-01016,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:03:F9,SN-ONU-01017,single_band
Huawei,ONT,HG8245H,02:00:00:00:03:FA,SN-ONT-01018,dual_band
ZTE,ONU,F601,02:00:00:00:03:FB,SN-ONU-01019,single_band
TP-Link,Router,Archer C6,02:00:00:00:03:FC,SN-ROUTER-01020,dual_band
Cisco,Modem,MB8600,02:00:00:00:03:FD,SN-MODEM-01021,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:03:FE,SN-ACCESSPOINT-01022,dual_band
MikroTik,Router,hEX-S,02:00:00:00:03:FF,SN-ROUTER-01023,single_band
Netgear,Switch,GS308,02:00:00:00:04:00,SN-SWITCH-01024,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:04:01,SN-ONU-01025,single_band
Huawei,ONT,HG8245H,02:00:00:00:04:02,SN-ONT-01026,dual_band
ZTE,ONU,F601,02:00:00:00:04:03,SN-ONU-01027,single_band
TP-Link,Router,Archer C6,02:00:00:00:04:04,SN-ROUTER-01028,dual_band
Cisco,Modem,MB8600,02:00:00:00:04:05,SN-MODEM-01029,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:04:06,SN-ACCESSPOINT-01030,dual_band
MikroTik,Router,hEX-S,02:00:00:00:04:07,SN-ROUTER-01031,single_band
Netgear,Switch,GS308,02:00:00:00:04:08,SN-SWITCH-01032,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:04:09,SN-ONU-01033,single_band
Huawei,ONT,HG8245H,02:00:00:00:04:0A,SN-ONT-01034,dual_band
ZTE,ONU,F601,02:00:00:00:04:0B,SN-ONU-01035,single_band
TP-Link,Router,Archer C6,02:00:00:00:04:0C,SN-ROUTER-01036,dual_band
Cisco,Modem,MB8600,02:00:00:00:04:0D,SN-MODEM-01037,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:04:0E,SN-ACCESSPOINT-01038,dual_band
MikroTik,Router,hEX-S,02:00:00:00:04:0F,SN-ROUTER-01039,single_band
Netgear,Switch,GS308,02:00:00:00:04:10,SN-SWITCH-01040,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:04:11,SN-ONU-01041,single_band
Huawei,ONT,HG8245H,02:00:00:00:04:12,SN-ONT-01042,dual_band
ZTE,ONU,F601,02:00:00:00:04:13,SN-ONU-01043,single_band
TP-Link,Router,Archer C6,02:00:00:00:04:14,SN-ROUTER-01044,dual_band
Cisco,Modem,MB8600,02:00:00:00:04:15,SN-MODEM-01045,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:04:16,SN-ACCESSPOINT-01046,dual_band
MikroTik,Router,hEX-S,02:00:00:00:04:17,SN-ROUTER-01047,single_band
Netgear,Switch,GS308,02:00:00:00:04:18,SN-SWITCH-01048,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:04:19,SN-ONU-01049,single_band
Huawei,ONT,HG8245H,02:00:00:00:04:1A,SN-ONT-01050,dual_band
ZTE,ONU,F601,02:00:00:00:04:1B,SN-ONU-01051,single_band
TP-Link,Router,Archer C6,02:00:00:00:04:1C,SN-ROUTER-01052,dual_band
Cisco,Modem,MB8600,02:00:00:00:04:1D,SN-MODEM-01053,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:04:1E,SN-ACCESSPOINT-01054,dual_band
MikroTik,Router,hEX-S,02:00:00:00:04:1F,SN-ROUTER-01055,single_band
Netgear,Switch,GS308,02:00:00:00:04:20,SN-SWITCH-01056,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:04:21,SN-ONU-01057,single_band
Huawei,ONT,HG8245H,02:00:00:00:04:22,SN-ONT-01058,dual_band
ZTE,ONU,F601,02:00:00:00:04:23,SN-ONU-01059,single_band
TP-Link,Router,Archer C6,02:00:00:00:04:24,SN-ROUTER-01060,dual_band
Cisco,Modem,MB8600,02:00:00:00:04:25,SN-MODEM-01061,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:04:26,SN-ACCESSPOINT-01062,dual_band
MikroTik,Router,hEX-S,02:00:00:00:04:27,SN-ROUTER-01063,single_band
Netgear,Switch,GS308,02:00:00:00:04:28,SN-SWITCH-01064,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:04:29,SN-ONU-01065,single_band
Huawei,ONT,HG8245H,02:00:00:00:04:2A,SN-ONT-01066,dual_band
ZTE,ONU,F601,02:00:00:00:04:2B,SN-ONU-01067,single_band
TP-Link,Router,Archer C6,02:00:00:00:04:2C,SN-ROUTER-01068,dual_band
Cisco,Modem,MB8600,02:00:00:00:04:2D,SN-MODEM-01069,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:04:2E,SN-ACCESSPOINT-01070,dual_band
MikroTik,Router,hEX-S,02:00:00:00:04:2F,SN-ROUTER-01071,single_band
Netgear,Switch,GS308,02:00:00:00:04:30,SN-SWITCH-01072,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:04:31,SN-ONU-01073,single_band
Huawei,ONT,HG8245H,02:00:00:00:04:32,SN-ONT-01074,dual_band
ZTE,ONU,F601,02:00:00:00:04:33,SN-ONU-01075,single_band
TP-Link,Router,Archer C6,02:00:00:00:04:34,SN-ROUTER-01076,dual_band
Cisco,Modem,MB8600,02:00:00:00:04:35,SN-MODEM-01077,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:04:36,SN-ACCESSPOINT-01078,dual_band
MikroTik,Router,hEX-S,02:00:00:00:04:37,SN-ROUTER-01079,single_band
Netgear,Switch,GS308,02:00:00:00:04:38,SN-SWITCH-01080,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:04:39,SN-ONU-01081,single_band
Huawei,ONT,HG8245H,02:00:00:00:04:3A,SN-ONT-01082,dual_band
ZTE,ONU,F601,02:00:00:00:04:3B,SN-ONU-01083,single_band
